"","number","abstract","section_name"
"5227",5227,"Friends, relatives, colleagues and fans gathered at the opera house on Sunday for tribute performances and reminiscences.","Arts"
"5228",5228,"Here’s what you need to know at the end of the day.","Briefing"
"5229",5229,"The 49ers crushed the Packers and the Patriots won ugly against the Cowboys. But the week belonged to Frank Gore.","Sports"
"5230",5230,"Many thriller and horror films from Japan, China and South Korea reveal a complicated relationship between those societies and the ancient tenets of Confucianism.","T Magazine"
"5231",5231,"John R. Bolton, President Trump’s former national security adviser, said he was breaking his silence — on Twitter. But what he meant was that he was taking back control of his Twitter account. He kept quiet on Ukraine and impeachment.","U.S."
"5232",5232,"The defense secretary said that the president had also ordered the Pentagon not to oust a Navy SEAL from that elite unit.","U.S."
"5233",5233,"Literary revisions may help us empathize with political figures across party lines.","Style"
"5234",5234,"Sometimes we read for escape. Sometimes we read to be reminded of the obvious: Things could be worse.","Books"
"5235",5235,"Two chains canceled future screenings of “Blue Story” after incidents this weekend. Critics accused the chains of being “cowardly” and “racist,” but the theaters said they were worried about safety.","Movies"
"5236",5236,"A rescue operation was underway to save the animals in the Black Sea.","World"
"5237",5237,"Colleagues at many of Nexstar Media Group’s nearly 200 television stations jokingly offered prayers and created a shrine for Nick Vasos, who started trending on Twitter.","U.S."
"5238",5238,"Here's what you need to know.","Briefing"
"5239",5239,"Parents and teachers weigh in.","U.S."
"5240",5240,"The court also turned away an appeal from Adnan Syed, whose case was the subject of the first season of the podcast “Serial.”","U.S."
"5241",5241,"An advocacy group says it has documented systematic sexual abuse  by teachers, principals and other authorities of dozens of boys in one rural area.","World"
"5242",5242,"New Hampshire is as close to a must-win state as Mr. Sanders has, and, despite his overwhelming victory against Hillary Clinton in 2016, winning is far from a sure thing right now.","U.S."
"5243",5243,"The company is at odds with regulators and drivers of traditional cabs in its most lucrative European market.","Business Day"
"5244",5244,"The move, which takes aim at the Working Families Party, was met by angry responses when announced. “Shame!” one person shouted.","New York"
"5245",5245,"As with the original comic series, Damon Lindelof’s HBO show is critical of a society shaped by profound injustice.","Opinion"
"5246",5246,"Here’s what you need to know at the end of the day.","Briefing"
"5247",5247,"Friends, relatives, colleagues and fans gathered at the opera house on Sunday for tribute performances and reminiscences.","Arts"
"5248",5248,"The merger will create a giant in the secondary market for game and concert tickets. But the music industry seems skeptical that the deal is good for fans.","Business Day"
"5249",5249,"The 25-year-old, one of three people charged after dozens of Vietnamese were found dead in a refrigerated truck in Britain last month, faces 41 additional counts.","World"
"5250",5250,"The president has vowed to ask the justices to intercede, but the Constitution and precedents are against him.","U.S."
"5251",5251,"Dreading the political debate at your Thanksgiving meal? At least you’re not a political reporter!","U.S."
"5252",5252,"Living, for now, on a Mexican military base, the ousted Bolivian leader says he feels caged in and nostalgic for the country he fled.","World"
"5253",5253,"A statue of a defiant girl was supposed to empower women. But when copies of the artwork appeared around the world, the company that originally purchased it fought back.","Business Day"
"5254",5254,"Pieces of the gas giant’s greatest storm had seemed to be slipping away, but scientists say the underlying vortex is unchanged.","Science"
"5255",5255,"The actress is helping to lead the Women’s Forum for the Economy and Society. But: “I’m not a feminist. I’m not a politician.”","Style"
"5256",5256,"Emotional eating is part of being human.","Opinion"
"5257",5257,"The economy is relatively strong, and consumers are spending. So why are things so tough for some retailers?","Business Day"
"5258",5258,"You can’t stop all of it, but you don’t have to give up.","Smarter Living"
"5259",5259,"Finish Trenton Charlson’s puzzle, enjoy some warm fuzzies.","Crosswords & Games"
"5260",5260,"Quotation of the Day for Saturday, November 24, 2019.","Today’s Paper"
"5261",5261,"All summer, she was soaring, slinging buzzy plans and climbing in the polls. It’s not summer anymore.","U.S."
"5262",5262,"Though the emergency dispatcher initially thought the woman had the wrong number, a man was ultimately arrested on a domestic violence charge because of the call, the police said.","U.S."
"5263",5263,"The government sent military and police helicopters to help those affected by the floods, but the scope of the disaster was not yet clear.","World"
"5264",5264,"The vice president’s trip signaled the United States’ continuing engagement in the country and came 11 months after President Trump made his own surprise visit to Iraq.","World"
"5265",5265,"Ciara hosts this year’s American Music Awards, and Judy Garland stars in the beloved period musical “Meet Me in St. Louis.”","Arts"
"5266",5266,"The Guggenheim’s performing arts series will host Ivo van Hove, Anne Teresa De Keersmaeker, Anthony Roth Costanzo and more during its upcoming season.","Arts"
"5267",5267,"An immersive theatrical production, based on the books that inspired the Martin Scorsese film, brings make-your-own mischief to a London hotel.","Theater"
"5268",5268,"A group of early season tournaments has given some newcomers high-profile chances to showcase themselves for fans.","Sports"
"5269",5269,"At least three out of four diabetics do not adequately control the four major factors that increase the risk of serious complications: blood glucose, blood pressure, blood cholesterol and smoking.","Well"
"5270",5270,"My parents didn’t speak the same language, but that didn’t stop them from falling in love.","Opinion"
"5271",5271,"In a friend-of-the-court brief, the department urged the justices to hear the president’s appeal in a clash with Manhattan prosecutors.","U.S."
"5272",5272,"The boys were shot early Saturday while sitting in a van in the parking lot of an elementary school in Union City, the police said. No suspects have been identified.","U.S."
"5273",5273,"A field guide to the man behind LVMH, who just engineered the biggest deal in luxury — and isn’t done yet.","Fashion & Style"
"5274",5274,"Let us help you start your day.","Briefing"
"5275",5275,"“I’ve never seen this particular line this bad,” a man said. The fleet between New Jersey and New York City carries 32,000 riders daily.","New York"
"5276",5276,"Why the president must be impeached and removed.","Opinion"
"5277",5277,"With the early 20th-century emergence of the cocktail party came cocktail jewelry: bright, brazen, sparkling. Now, Tiffany & Co. offers a new take.","T Magazine"
"5278",5278,"A secret document reflects leaders’ struggle to manage Xinjiang sites swelling with Muslim detainees.","World"
"5279",5279,"Although they all wear blue, white officers and black officers experience strained relations in St. Louis’s Police Department.","U.S."
"5280",5280,"Top military officials threatened to resign or be fired if their plans to remove Chief Gallagher from the SEALs were halted by President Trump, administration officials said.","U.S."
"5281",5281,"Green Day and Billie Eilish brought rock ’n’ roll energy, and Swift recapped a decade of pop dominance.","Arts"
"5282",5282,"Inside a strategy to leverage damaging information on Joe Biden from foreign citizens who were politically powerful — and legally vulnerable.","U.S."
"5283",5283,"The Signature Theater’s compassionate revival of Horton Foote’s 1995 Pulitzer Prize-winning play takes a slow route to devastation.","Theater"
"5284",5284,"The Carlyle Group, an investor in her catalog, has stepped in to encourage talks between Ms. Swift and Scooter Braun, who now controls her old label.","Business Day"
"5285",5285,"My parents didn’t speak the same language, but that didn’t stop them from falling in love.","Opinion"
"5286",5286,"The Carlyle Group, an investor in her catalog, has stepped in to encourage talks between Ms. Swift and Scooter Braun, who now controls her old label.","Business Day"
"5287",5287,"“Why didn’t Mr. Epstein have a cellmate at the time that this happened?” a defense lawyer said.","New York"
"5288",5288,"Advocacy groups welcomed a surge of awareness, but said the government’s proposals did not go far enough, and were not supported with nearly enough money.","World"
"5289",5289,"Navy leaders’ efforts to punish a decorated SEAL at the center of a war crimes case and the president’s intervention on the SEAL’s behalf have prompted criticism on both sides and embarrassment over the public imbroglio.","U.S."
"5290",5290,"Why the president must be impeached and removed.","Opinion"
"5291",5291,"With the early 20th-century emergence of the cocktail party came cocktail jewelry: bright, brazen, sparkling. Now, Tiffany & Co. offers a new take.","T Magazine"
"5292",5292,"The couple met in 2017 through the League, a dating app.","Fashion & Style"
"5293",5293,"President Klaus Iohannis claimed victory as his challenger, Viorica Dancila, conceded.","World"
"5294",5294,"My parents didn’t speak the same language, but that didn’t stop them from falling in love.","Opinion"
"5295",5295,"The boys were shot early Saturday while sitting in a van in the parking lot of an elementary school in Union City, the police said. No suspects have been identified.","U.S."
"5296",5296,"An immersive theatrical production, based on the books that inspired the Martin Scorsese film, brings make-your-own mischief to a London hotel.","Theater"
"5297",5297,"A group of early season tournaments has given some newcomers high-profile chances to showcase themselves for fans.","Sports"
"5298",5298,"Emily Cox and Henry Rathvon like to keep some things a mystery.","Crosswords & Games"
"5299",5299,"The 20-time Grand Slam tennis champion is taking a big step toward life after tennis with On, a small Swiss running shoe brand with a cult following and global ambitions.","Style"
"5300",5300,"Destinee Gonzalez Gil’s brothers have a rare genetic disorder. Tending to them has inspired her to become a nurse, but first she needs help preparing for the SAT.","Neediest Cases"
"5301",5301,"(Want to get this briefing by email? Here’s the sign-up.) ","Briefing"
"5302",5302,"The two House members whom a reporter followed since January were new to Congress. So was the reporter.","Reader Center"
"5303",5303,"This word has appeared in 59 articles on NYTimes.com in the past year.","The Learning Network"
"5304",5304,"A field guide to the man behind LVMH, who just engineered the biggest deal in luxury — and isn’t done yet.","Fashion & Style"
"5305",5305,"At least three out of four diabetics do not adequately control the four major factors that increase the risk of serious complications: blood glucose, blood pressure, blood cholesterol and smoking.","Well"
"5306",5306,"An immersive theatrical production, based on the books that inspired the Martin Scorsese film, brings make-your-own mischief to a London hotel.","Theater"
"5307",5307,"The Guggenheim’s performing arts series will host Ivo van Hove, Anne Teresa De Keersmaeker, Anthony Roth Costanzo and more during its upcoming season.","Arts"
"5308",5308,"A field guide to the man behind LVMH, who just engineered the biggest deal in luxury — and isn’t done yet.","Fashion & Style"
"5309",5309,"Let us help you start your day.","Briefing"
"5310",5310,"“I’ve never seen this particular line this bad,” a man said. The fleet between New Jersey and New York City carries 32,000 riders daily.","New York"
"5311",5311,"As a new crop of district attorneys takes a different approach to criminal justice, some are seeing their authority removed and their actions blocked in court.","U.S."
"5312",5312,"In the 2010s, celebrity culture was domesticated by a free photo sharing app, and the paparazzi were left stranded on the pavement.","Arts"
"5313",5313,"The most consistent theme of the day from Michael Bloomberg’s first in-person appearance as a presidential candidate was not the size of the crowd but the size of how much he’s spent on building political good will.","U.S."
"5314",5314,"Illegal marijuana dispensaries outnumber legal ones more than three to one in California. What’s the role of the cannabis church?","Style"
"5315",5315,"Joycelyn Savage, a girlfriend who had supported the singer in court and on television, said in online posts that R. Kelly emotionally and physically abused her.","Arts"
"5316",5316,"We asked holiday hosts around the country to show us how they serve the feast.","Food"
"5317",5317,"Finish Trenton Charlson’s puzzle, enjoy some warm fuzzies.","Crosswords & Games"
"5318",5318,"Emily Cox and Henry Rathvon like to keep some things a mystery.","Crosswords & Games"
"5319",5319,"The 20-time Grand Slam tennis champion is taking a big step toward life after tennis with On, a small Swiss running shoe brand with a cult following and global ambitions.","Style"
"5320",5320,"The government sent military and police helicopters to help those affected by the floods, but the scope of the disaster was not yet clear.","World"
"5321",5321,"Quotation of the Day for Saturday, November 24, 2019.","Today’s Paper"
"5322",5322,"The vice president’s trip signaled the United States’ continuing engagement in the country and came 11 months after President Trump made his own surprise visit to Iraq.","World"
"5323",5323,"Ciara hosts this year’s American Music Awards, and Judy Garland stars in the beloved period musical “Meet Me in St. Louis.”","Arts"
"5324",5324,"All summer, she was soaring, slinging buzzy plans and climbing in the polls. It’s not summer anymore.","U.S."
"5325",5325,"Though the emergency dispatcher initially thought the woman had the wrong number, a man was ultimately arrested on a domestic violence charge because of the call, the police said.","U.S."
"5326",5326,"The Democratic presidential candidates don’t want to simply defend abortion rights. They want to go on offense.","U.S."
"5327",5327,"Colombia, Rwanda and Croatia were seen as dangerous and conflict-ridden. Now they top travel bucket lists. How other countries can follow their lead, in seven steps.","Travel"
"5328",5328,"It’s cold. It’s dark. And spring is months away. No wonder you’re exhausted. Here are four expert strategies to feeling revitalized, even in the most wintry of days.","Smarter Living"
"5329",5329,"Three men were imprisoned as teenagers for the shooting of a middle school student over his jacket. That was 1983. Now prosecutors say they didn’t do it.","U.S."
"5330",5330,"Decades of short-sighted government policies are leaving millions of Indians defenseless in the age of climate disruptions – especially the country’s poor.","Climate"
"5331",5331,"Save the foodie stuff for the other 364 days of the year. Thanksgiving food is about memories.","Opinion"
"5332",5332,"Feeling grateful has many benefits, but they aren’t needed when you’re already surrounded by friends and family.","Opinion"
"5333",5333,"More than half of the 452 seats in Sunday’s local district council elections flipped from pro-Beijing to pro-democracy candidates.","World"
"5334",5334,"From champagne delivery to 10-minute embarking, these cruises are using apps and other technology to make you to feel at home at sea.","Travel"
"5335",5335,"A look back at what we watched, heard, read, liked and shared.","Arts"
"5336",5336,"For our art critic, the greatness of black visual culture, past and present, mainstream and outsider, was repeatedly asserted during the 2010s.","Arts"
"5337",5337,"When a couple moved into a Murray Hill studio together, it was all about figuring out where to put their stuff.","Real Estate"
"5338",5338,"The president was wrong or misleading or exaggerated about topics related to impeachment, Ukraine and the Democrats, among other inaccuracies.","U.S."
"5339",5339,"After a week of unrest over fuel prices and an internet blackout, the authorities said the protests were over. “This is not a system that will be shaken by these stupid evils,” a cleric said.","World"
"5340",5340,"Quotation of the Day for Saturday, November 23, 2019.","Today’s Paper"
"5341",5341,"Marching band is a team of its own.","Style"
"5342",5342,"Also: Confronting kids’ phobias, cleaning with Marie Kondo and more from NYT Parenting.","Parenting"
"5343",5343,"The president’s campaign against the Mueller report and its author is a road map of what is likely to lie ahead.","U.S."
"5344",5344,"The versatile sweater is cozy on Mister Rogers, cool on Kurt Cobain and chilling on Logan Roy.","Fashion & Style"
"5345",5345,"With relations at a new low, Chancellor Angela Merkel berated President Emmanuel Macron over his comments about the alliance’s ‘‘brain death.”","World"
"5346",5346,"The Steelers quarterback, who tried to remove the helmet of Cleveland’s Myles Garrett, was one of 33 players fined.","Sports"
"5347",5347,"Anxious about the cost of a single-payer health system, more voters now support the idea of a government-run plan that would compete with private insurance.","Health"
"5348",5348,"A floating house in Sausalito, a brand-new home with a pool and outdoor fireplace in Palm Springs and an 1853 Greek Revival mansion in Sacramento.","Real Estate"
"5349",5349,"At artist Rashaad Newsome’s Champion Art Ball, a focus on black creativity and artistry.","Style"
"5350",5350,"The French group has chosen winners in Paris, London and Mexico City, with Saint Julivert Fisherie taking the New York prize.","Food"
"5351",5351,"Emails and documents released by the State Department support testimony showing Secretary of State Mike Pompeo enabled the Ukrainian pressure campaign at the center of the impeachment proceedings.","U.S."
"5352",5352,"Hong Kong has been roiled by protests for six months. We photographed people who took sides and took to the streets.","World"
"5353",5353,"Thanksgiving is almost here: Keep it simple in advance of the big push with one-pot spaghetti, or loaded nachos.","Food"
"5354",5354,"Demonstrators stormed the field during halftime, causing the game to be delayed for about an hour. The Yale police issued 42 summonses for disorderly conduct.","U.S."
"5355",5355,"The issues that led battleground-state polls to miss the mark in the last election could reappear next year, experts warn.","U.S."
"5356",5356,"The company returns to the Apollo Theater to present three works that play with representations of Latin culture, particularly in “West Side Story.”","Arts"
"5357",5357,"As the number of emotional support animals aboard airliners proliferates, a veteran’s service dog sometimes gets a bad rap.","U.S."
"5358",5358,"The French group has chosen winners in Paris, London and Mexico City, with Saint Julivert Fisherie taking the New York prize.","Food"
"5359",5359,"The issues that led battleground-state polls to miss the mark in the last election could reappear next year, experts warn.","U.S."
"5360",5360,"I wanted to take the first flight to Tehran, but I am unable to travel to Iran.","Opinion"
"5361",5361,"Lee Myung-se’s “Nowhere to Hide” from 2000 is a cops-and-gangsters movie unlike anything you’ve seen before.","Arts"
"5362",5362,"The Premier League introduced video assistant refereeing this season, but a string of controversies, and at least four significant mistakes, have players, coaches and fans running out of patience.","Sports"
"5363",5363,"Darnold’s teammates and head coach have seen more assertiveness from the quarterback after a rocky start to the season.","Sports"
"5364",5364,"Our well-meaning sanctions may be inflicting pain on the wrong people.","Opinion"
"5365",5365,"Sacha Baron Cohen is the latest champion of a theory with limited empirical support.","Opinion"
"5366",5366,"The Steelers quarterback, who tried to remove the helmet of Cleveland’s Myles Garrett, was one of 33 players fined.","Sports"
"5367",5367,"“Cancel culture” has always existed — for the powerful, at least. Now, social media has democratized it.","Opinion"
"5368",5368,"Anxious about the cost of a single-payer health system, more voters now support the idea of a government-run plan that would compete with private insurance.","Health"
"5369",5369,"A floating house in Sausalito, a brand-new home with a pool and outdoor fireplace in Palm Springs and an 1853 Greek Revival mansion in Sacramento.","Real Estate"
"5370",5370,"At artist Rashaad Newsome’s Champion Art Ball, a focus on black creativity and artistry.","Style"
"5371",5371,"Hong Kong has been roiled by protests for six months. We photographed people who took sides and took to the streets.","World"
"5372",5372,"Thanksgiving is almost here: Keep it simple in advance of the big push with one-pot spaghetti, or loaded nachos.","Food"
"5373",5373,"The French group has chosen winners in Paris, London and Mexico City, with Saint Julivert Fisherie taking the New York prize.","Food"
"5374",5374,"Emails and documents released by the State Department support testimony showing Secretary of State Mike Pompeo enabled the Ukrainian pressure campaign at the center of the impeachment proceedings.","U.S."
"5375",5375,"Demonstrators stormed the field during halftime, causing the game to be delayed for about an hour. The Yale police issued 42 summonses for disorderly conduct.","U.S."
"5376",5376,"The versatile sweater is cozy on Mister Rogers, cool on Kurt Cobain and chilling on Logan Roy.","Fashion & Style"
"5377",5377,"With relations at a new low, Chancellor Angela Merkel berated President Emmanuel Macron over his comments about the alliance’s ‘‘brain death.”","World"
"5378",5378,"The couple met in 2014, through a dating app, in Austin, Texas.","Fashion & Style"
"5379",5379,"The couple met three years ago at a Halloween party in Washington.","Fashion & Style"
"5380",5380,"Ten officers were also injured in Cauca province, which is known as a hot spot for drug trafficking and violence.","World"
"5381",5381,"Corrections that appeared in print on Sunday, Nov. 24, 2019.","Corrections"
"5382",5382,"Canada’s men are in the tennis final for the first time, another sports triumph for the country just months after Bianca Andreescu’s singles win at the United States Open.","Sports"
"5383",5383,"Midbudget films are being ignored by audiences, who increasingly go to theaters only to see big franchise movies.","Business Day"
"5384",5384,"The demand by Gideon Saar, a popular ex-minister, was the first crack in the party’s solidarity and signaled what could be a bitter internecine fight.","World"
"5385",5385,"Darnold’s teammates and head coach have seen more assertiveness from the quarterback after a rocky start to the season.","Sports"
"5386",5386,"Our well-meaning sanctions may be inflicting pain on the wrong people.","Opinion"
"5387",5387,"Sacha Baron Cohen is the latest champion of a theory with limited empirical support.","Opinion"
"5388",5388,"Quotation of the Day for Saturday, November 23, 2019.","Today’s Paper"
"5389",5389,"The president was wrong or misleading or exaggerated about topics related to impeachment, Ukraine and the Democrats, among other inaccuracies.","U.S."
"5390",5390,"After a week of unrest over fuel prices and an internet blackout, the authorities said the protests were over. “This is not a system that will be shaken by these stupid evils,” a cleric said.","World"
"5391",5391,"Also: Confronting kids’ phobias, cleaning with Marie Kondo and more from NYT Parenting.","Parenting"
"5392",5392,"Marching band is a team of its own.","Style"
"5393",5393,"Fifteen black women accused an AMC movie theater in Louisiana of racial profiling. Theater workers repeatedly asked one of the women to show them her ticket, she said.","U.S."
"5394",5394,"Many educators feel ill-equipped for the urgent and difficult task of identifying students exposed to extremist material online.","U.S."
"5395",5395,"Food Bank for New York City gears up for the hectic Thanksgiving holiday, aiming to feed millions on Turkey Day.","Neediest Cases"
"5396",5396,"After the report is delivered, another House committee is expected to promptly draft and debate articles of impeachment against President Trump.","U.S."
"5397",5397,"Making the first visit to the country by a pope in 38 years, Francis called for an end to the nuclear arms race in visits to Hiroshima and Nagasaki.","World"
"5398",5398,"The president presented the dog that took part in a raid that killed the Islamic State’s leader even as he is embroiled in a dispute over a war crimes case.","U.S."
"5399",5399,"Michael Bloomberg announced yesterday that he would run for the 2020 Democratic presidential nomination, but people are already arguing against one billionaire taking over office from another.","Business Day"
"5400",5400,"The women in my family who came before me made it possible for me to face life’s hardships.","Opinion"
"5401",5401,"The court set a brisk briefing schedule in the case, which concerns a subpoena from a House committee.","U.S."
"5402",5402,"She championed Jackson Pollock and Georgia O’Keeffe and helped shape public opinion about the 20th century’s foremost avant-garde artists.","Business Day"
"5403",5403,"“Nebuchadnezzar,” presented Sunday at the Hollywood Bowl, is a passionate but puzzling work employing the rapper’s latest provocation: his salvation.","Arts"
"5404",5404,"Burhan Sonmez’s new novel asks big questions about individuals and societies: What makes us who we are? And if we can’t remember our past, does it still belong to us?","Books"
"5405",5405,"Inside the scramble to fill the power vacuum and name a leader to guide the country out of political chaos.","World"
"5406",5406,"François Lebeau’s “Climbing Rock” and Christian Vizl’s “Silent Kingdom” reveal the sublime edges of the earth.","Books"
"5407",5407,"The pro-democracy camp’s stunning victory in citywide district elections means a younger class of political neophytes will soon take office.","World"
"5408",5408,"A great-grandson of a New York governor, he hosted an annual fund-raising dinner that draws the state’s power elite and White House hopefuls.","U.S."
"5409",5409,"Claims that koalas were “functionally extinct” spread widely online as fires raged in Australia. But some scientists warned of the dangers of exaggeration.","World"
"5410",5410,"A poll showed Lara Trump, the president’s daughter-in-law, would win a primary for a Long Island congressional seat by more than 30 points.","New York"
"5411",5411,"Inside the scramble to fill the power vacuum and name a leader to guide the country out of political chaos.","World"
"5412",5412,"The top Republican on the House Intelligence Committee called the reports that he met with a former Ukrainian prosecutor part of a criminal campaign against him by a “totally corrupt” news media.","U.S."
"5413",5413,"We have every recipe you need to host the best Thanksgiving yet.","Food"
"5414",5414,"The year’s notable fiction, poetry and nonfiction, selected by the editors of The New York Times Book Review.","Books"
"5415",5415,"Fiona Hill’s warnings challenge Trump to keep America safe from Moscow’s efforts to destabilize democracy and snare influence around the globe.","Opinion"
"5416",5416,"Rescued in Japanese-occupied China, she sought out her saviors a half-century later. In New Jersey, she turned a youth detention center into a national model.","U.S."
"5417",5417,"Look closely at this image, stripped of its caption, and join the moderated conversation about what you and other students see.","The Learning Network"
"5418",5418,"The late-arriving war film, directed by Sam Mendes, appears to be the front-runner for several Oscars.","Movies"
"5419",5419,"The writer was looking for an alpine adventure. Then, she heard something wild — a “ski safari,” with multi-resort ski days and stays in family-run inns in the Italian Alps.","Travel"
"5420",5420,"Chain stores have come and gone, but Three Lives & Company remains, and it is still the archetype of a neighborhood hangout.","T Magazine"
"5421",5421,"Read and studied for decades, a key work of the American avant-garde finally returns in a major New York revival.","Theater"
"5422",5422,"In this lesson, students will reflect on their favorite childhood toys and, following the lead of a six-year-old, consider which toys they believe are in need of an update or makeover.","The Learning Network"
"5423",5423,"Let us help you start your day.","Briefing"
"5424",5424,"This week revealed the identity of a long-mysterious character from the graphic novel. But probably not how you would guess.","Arts"
"5425",5425,"In emails uncovered during an internal review, Mick Mulvaney, the acting White House chief of staff, also asked budget officials how long the aid could be withheld.","U.S."
"5426",5426,"Fewer opioid prescriptions meant fewer deaths (possibly 14,000), but the episode also reveals how prevalent and harmful stereotypes can be, even if implicit.","The Upshot"
"5427",5427,"Artifacts including diamonds, rubies and sapphires, said to be of immeasurable historical value, were taken from a display room in Dresden.","World"
"5428",5428,"Corrections that appeared in print on Tuesday, Nov. 26, 2019.","Corrections"
"5429",5429,"San Francisco handily controlled Aaron Rodgers and the Green Bay Packers on Sunday night and showed that the franchise is built for its next winning chapter.","Sports"
"5430",5430,"After a lull of several weeks, American troops and Syrian Kurdish fighters are once again conducting large-scale counterterrorism missions.","U.S."
"5431",5431,"The husband and wife were rescued by soldiers after insurgents came under attack and abandoned the couple.","World"
"5432",5432,"A psychotherapist says it can be a symptom of pathology. Also: Football’s risks for youths; working fewer hours.","Opinion"
"5433",5433,"The bill, called the Preventing Animal Cruelty and Torture Act, makes intentional acts of cruelty to animals federal crimes carrying penalties of up to seven years in prison.","U.S."
"5434",5434,"Artifacts including diamonds, rubies and sapphires, said to be of immeasurable historical value, were taken from a display room in Dresden.","World"
"5435",5435,"Corrections that appeared in print on Tuesday, Nov. 26, 2019.","Corrections"
"5436",5436,"San Francisco handily controlled Aaron Rodgers and the Green Bay Packers on Sunday night and showed that the franchise is built for its next winning chapter.","Sports"
"5437",5437,"An excerpt from “The Cartiers: The Untold Story Behind the Jewelry Empire,” by Francesca Cartier Brickell","Books"
"5438",5438,"We selected four articles from The Times that each takes on a different perspective about the holiday. Which resonates the most with your experience?","The Learning Network"
"5439",5439,"This poem that sees libraries as evocative troves of imagery: histories, card catalogs, classifications.","Magazine"
"5440",5440,"The president’s political movement regards journalists as obstacles and prefers intimidation and violence to civic discourse.","Opinion"
"5441",5441,"The husband and wife were rescued by soldiers after insurgents came under attack and abandoned the couple.","World"
"5442",5442,"An excerpt from “The Cartiers: The Untold Story Behind the Jewelry Empire,” by Francesca Cartier Brickell","Books"
"5443",5443,"We selected four articles from The Times that each takes on a different perspective about the holiday. Which resonates the most with your experience?","The Learning Network"
"5444",5444,"This poem that sees libraries as evocative troves of imagery: histories, card catalogs, classifications.","Magazine"
"5445",5445,"Why does a holiday visit from adult children inspire anxiety? I am afraid they will judge me incompetent to care for my husband and myself.","Well"
"5446",5446,"Sheriff John Williams was responding to a disturbance call at an Alabama gas station when he was fatally shot. William Chase Johnson, 18, has been charged with his murder.","U.S."
"5447",5447,"Here’s what you need to know at the end of the day.","Briefing"
"5448",5448,"The merger would create a brokerage giant with roughly $5 trillion in assets as the industry copes with zero commissions on stock trades.","Business Day"
"5449",5449,"Diplomats and Democrats are doing their level best.","Opinion"
"5450",5450,"The authorities say “six main elements” of unrest in Tehran were arrested. Secretary of State Mike Pompeo said he had received nearly 20,000 videos and other evidence from Iran of a violent suppression.","World"
"5451",5451,"Michael Apted revisits the people who have grown up, and grown older, in this long-running, landmark documentary series.","Movies"
"5452",5452,"The merger would create a brokerage giant with roughly $5 trillion in assets as the industry copes with zero commissions on stock trades.","Business Day"
"5453",5453,"Ambassador John R. Bass says the Afghan spy agency used “Soviet-style tactics.”","World"
"5454",5454,"The authorities say “six main elements” of unrest in Tehran were arrested. Secretary of State Mike Pompeo said he had received nearly 20,000 videos and other evidence from Iran of a violent suppression.","World"
"5455",5455,"Democrats leading the impeachment inquiry have been seeking John Bolton’s testimony, but his lawyer said the ruling in the case of another former White House aide did not apply to him.","U.S."
"5456",5456,"How does family shape who we are? Here is a nonfiction collection to use on its own or to pair with other texts, in or out of school.","The Learning Network"
"5457",5457,"In emails uncovered during an internal review, Mick Mulvaney, the acting White House chief of staff, also asked budget officials how long the aid could be withheld.","U.S."
"5458",5458,"Fewer opioid prescriptions meant fewer deaths (possibly 14,000), but the episode also reveals how prevalent and harmful stereotypes can be, even if implicit.","The Upshot"
"5459",5459,"Read and studied for decades, a key work of the American avant-garde finally returns in a major New York revival.","Theater"
"5460",5460,"In this lesson, students will reflect on their favorite childhood toys and, following the lead of a six-year-old, consider which toys they believe are in need of an update or makeover.","The Learning Network"
"5461",5461,"The end of a 90-day pause on the taxation of technology companies and other corners of the digital economy raised questions of whether the president would revive threats against French wine.","Business Day"
"5462",5462,"The fire started Monday afternoon in the Santa Ynez Mountains and quickly grew, the county said. So far, no injuries have been reported.","U.S."
"5463",5463,"Rudolph, who was involved in a brawl with the Browns this month, was benched after two straight underwhelming starts at quarterback.","Sports"
"5464",5464,"Fewer opioid prescriptions meant fewer deaths (possibly 14,000), but the episode also reveals how prevalent and harmful stereotypes can be, even if implicit.","The Upshot"
"5465",5465,"In emails uncovered during an internal review, Mick Mulvaney, the acting White House chief of staff, also asked budget officials how long the aid could be withheld.","U.S."
"5466",5466,"The bill, called the Preventing Animal Cruelty and Torture Act, makes intentional acts of cruelty to animals federal crimes carrying penalties of up to seven years in prison.","U.S."
"5467",5467,"Citizens voted overwhelmingly for pro-democracy candidates. It was a clear signal to Beijing that the protests are not a foreign plot.","Opinion"
"5468",5468,"It’s not a day. It’s a synonym for “sale.” And it needs to change.","Style"
"5469",5469,"With another development planned at the site of a baseball stadium, local officials are trying to achieve revitalization without gentrification.","New York"
"5470",5470,"Duncan is back with the San Antonio Spurs, as an assistant coach. Yet little has changed besides his title: He’s a force on the court — and he’s not saying much.","Sports"
"5471",5471,"Here’s what you need to know at the end of the day.","Briefing"
"5472",5472,"Democrats leading the impeachment inquiry have been seeking John Bolton’s testimony, but his lawyer said the ruling in the case of another former White House aide did not apply to him.","U.S."
"5473",5473,"In 1692, in Salem, Mass., we also witnessed the courage required to stop one.","Opinion"
"5474",5474,"Bryant Robert Mitchell said he was illegally searched during a traffic stop. The Utah Court of Appeals said the search was lawful because he was acting belligerently and was a known gang member.","U.S."
"5475",5475,"Known for his radical restagings of classic works, Mr. Miller was also a doctor who periodically left the stage to practice medicine.","Theater"
"5476",5476,"The death toll rose to 31 a day after the Balkan country was struck by one of the strongest tremors there in decades.","World"
